   11.3000;    1.7094;    0.9678;    1.2587;
   11.4000;    1.7127;    0.9707;    1.2622;
   11.5000;    1.7147;    0.9735;    1.2651;
   11.6000;    1.7156;    0.9762;    1.2676;
   11.7000;    1.7152;    0.9788;    1.2694;
   11.8000;    1.7135;    0.9812;    1.2708;
   11.9000;    1.7107;    0.9834;    1.2717;
   12.0000;    1.7067;    0.9855;    1.2720;
   12.1000;    1.7016;    0.9875;    1.2718;
   12.2000;    1.6952;    0.9894;    1.2712;
   12.3000;    1.6878;    0.9911;    1.2700;
   12.4000;    1.6792;    0.9926;    1.2684;
   12.5000;    1.6695;    0.9941;    1.2663;
   12.6000;    1.6588;    0.9954;    1.2638;
   12.7000;    1.6471;    0.9965;    1.2608;
   12.8000;    1.6344;    0.9976;    1.2574;
   12.9000;    1.6207;    0.9985;    1.2536;
   13.0000;    1.6060;    0.9993;    1.2494;
   13.1000;    1.5905;    1.0000;    1.2448;
   13.2000;    1.5741;    1.0005;    1.2399;
   13.3000;    1.5569;    1.0010;    1.2346;
   13.4000;    1.5390;    1.0014;    1.2290;
   13.5000;    1.5203;    1.0016;    1.2231;
   13.6000;    1.5009;    1.0018;    1.2169;
   13.7000;    1.4809;    1.0019;    1.2104;
   13.8000;    1.4603;    1.0020;    1.2037;
   13.9000;    1.4392;    1.0019;    1.1967;
   14.0000;    1.4176;    1.0018;    1.1896;
   14.1000;    1.3955;    1.0016;    1.1822;
   14.2000;    1.3731;    1.0014;    1.1746;
   14.3000;    1.3503;    1.0011;    1.1669;
   14.4000;    1.3272;    1.0008;    1.1591;
   14.5000;    1.3039;    1.0005;    1.1511;
   14.6000;    1.2804;    1.0001;    1.1430;
   14.7000;    1.2567;    0.9997;    1.1348;
   14.8000;    1.2330;    0.9993;    1.1265;
   14.9000;    1.2093;    0.9988;    1.1182;
   15.0000;    1.1855;    0.9984;    1.1098;
   15.1000;    1.1619;    0.9980;    1.1014;
   15.2000;    1.1383;    0.9975;    1.0929;
   15.3000;    1.1150;    0.9971;    1.0845;
   15.4000;    1.0918;    0.9967;    1.0761;
   15.5000;    1.0690;    0.9963;    1.0677;
   15.6000;    1.0464;    0.9959;    1.0593;
   15.7000;    1.0242;    0.9955;    1.0509;
   15.8000;    1.0025;    0.9952;    1.0426;
   15.9000;    0.9811;    0.9949;    1.0344;
   16.0000;    0.9603;    0.9946;    1.0263;
   16.1000;    0.9400;    0.9943;    1.0182;
   16.2000;    0.9203;    0.9941;    1.0102;
   16.3000;    0.9011;    0.9940;    1.0023;
   16.4000;    0.8827;    0.9938;    0.9945;
   16.5000;    0.8649;    0.9937;    0.9868;
   16.6000;    0.8478;    0.9937;    0.9792;
   16.7000;    0.8314;    0.9937;    0.9717;
   16.8000;    0.8158;    0.9937;    0.9643;
   16.9000;    0.8010;    0.9937;    0.9571;
   17.0000;    0.7871;    0.9938;    0.9500;
   17.1000;    0.7739;    0.9940;    0.9430;
   17.2000;    0.7616;    0.9941;    0.9362;
   17.3000;    0.7502;    0.9943;    0.9295;
   17.4000;    0.7396;    0.9946;    0.9229;
   17.5000;    0.7299;    0.9949;    0.9164;
   17.6000;    0.7212;    0.9951;    0.9101;
   17.7000;    0.7133;    0.9955;    0.9040;
   17.8000;    0.7063;    0.9958;    0.8980;
   17.9000;    0.7002;    0.9962;    0.8921;
   18.0000;    0.6951;    0.9966;    0.8864;
   18.1000;    0.6908;    0.9970;    0.8809;
   18.2000;    0.6874;    0.9974;    0.8755;
   18.3000;    0.6848;    0.9978;    0.8702;
   18.4000;    0.6832;    0.9982;    0.8651;
   18.5000;    0.6823;    0.9987;    0.8602;
   18.6000;    0.6823;    0.9991;    0.8555;
   18.7000;    0.6831;    0.9996;    0.8509;
   18.8000;    0.6847;    1.0000;    0.8465;
   18.9000;    0.6870;    1.0004;    0.8423;
   19.0000;    0.6900;    1.0009;    0.8383;
   19.1000;    0.6937;    1.0013;    0.8345;
   19.2000;    0.6981;    1.0017;    0.8309;
   19.3000;    0.7031;    1.0021;    0.8276;
   19.4000;    0.7087;    1.0024;    0.8244;
   19.5000;    0.7148;    1.0028;    0.8215;
   19.6000;    0.7214;    1.0031;    0.8189;
   19.7000;    0.7285;    1.0035;    0.8165;
   19.8000;    0.7360;    1.0038;    0.8144;
   19.9000;    0.7438;    1.0041;    0.8125;
   20.0000;    0.7520;    1.0044;    0.8110;
   20.1000;    0.7605;    1.0047;    0.8098;
   20.2000;    0.7691;    1.0049;    0.8089;
   20.3000;    0.7779;    1.0052;    0.8083;
   20.4000;    0.7869;    1.0055;    0.8081;
   20.5000;    0.7959;    1.0057;    0.8083;
   20.6000;    0.8049;    1.0060;    0.8088;
   20.7000;    0.8139;    1.0062;    0.8097;
   20.8000;    0.8228;    1.0065;    0.8111;
   20.9000;    0.8316;    1.0068;    0.8128;
   21.0000;    0.8402;    1.0070;    0.8149;
   21.1000;    0.8485;    1.0074;    0.8175;
   21.2000;    0.8566;    1.0077;    0.8205;
   21.3000;    0.8643;    1.0080;    0.8239;
   21.4000;    0.8717;    1.0084;    0.8277;
   21.5000;    0.8786;    1.0088;    0.8319;
   21.6000;    0.8851;    1.0093;    0.8366;
   21.7000;    0.8911;    1.0098;    0.8416;
   21.8000;    0.8965;    1.0103;    0.8470;
   21.9000;    0.9014;    1.0109;    0.8527;
   22.0000;    0.9057;    1.0115;    0.8588;
   22.1000;    0.9093;    1.0121;    0.8651;
   22.2000;    0.9124;    1.0128;    0.8716;
   22.3000;    0.9147;    1.0135;    0.8783;
   22.4000;    0.9164;    1.0142;    0.8851;
   22.5000;    0.9174;    1.0150;    0.8919;
   22.6000;    0.9177;    1.0158;    0.8986;
   22.7000;    0.9174;    1.0165;    0.9052;
   22.8000;    0.9164;    1.0172;    0.9114;
   22.9000;    0.9147;    1.0179;    0.9172;
   23.0000;    0.9124;    1.0185;    0.9224;
   23.1000;    0.9095;    1.0191;    0.9269;
   23.2000;    0.9061;    1.0195;    0.9304;
   23.3000;    0.9021;    1.0197;    0.9327;
   23.4000;    0.8976;    1.0197;    0.9337;
   23.5000;    0.8928;    1.0195;    0.9330;
   23.6000;    0.8876;    1.0190;    0.9304;
   23.7000;    0.8876;    1.0181;    0.9256;
   23.8000;    0.8876;    1.0167;    0.9181;
   23.9000;    0.8876;    1.0149;    0.8822;
   24.0000;    0.8876;    1.0125;    0.8766;
